#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
36000,72.0000000000136,-6996.923335114288,-5491.052081369493,288.39917528507823,1.25e+03
36500,73.00000000001127,-7056.728277603513,-5428.44431957204,311.8432266094531,1.25e+03
37000,74.00000000000894,-6995.443293447175,-5361.30348075085,312.9647193345005,1.25e+03
37500,75.00000000000661,-6986.725510368379,-5323.516849984846,318.53188298054954,1.25e+03
38000,76.00000000000428,-7141.516521421638,-5454.125937317544,323.16312010687966,1.25e+03
38500,77.00000000000195,-7070.189665878739,-5476.936224094949,305.1343051325881,1.25e+03
39000,77.99999999999962,-7108.227535841518,-5532.736842177591,301.73244597907427,1.25e+03
39500,78.99999999999729,-7069.70509569566,-5513.1003624507875,298.1154731497058,1.25e+03
40000,79.99999999999496,-7141.713138424527,-5572.990044154871,300.4363391046559,1.25e+03
40500,80.99999999999262,-7078.866879132747,-5533.105424595422,296.03880648323866,1.26e+03
41000,81.9999999999903,-7039.350104242521,-5465.046562247107,301.50508685970334,1.26e+03
41500,82.99999999998796,-7095.530944702261,-5425.977929316879,319.74693157497535,1.26e+03
42000,83.99999999998563,-7087.623306888495,-5529.959942606698,298.318218448961,1.26e+03
42500,84.9999999999833,-6985.231296865277,-5405.932697246369,302.4617227577156,1.26e+03
43000,85.99999999998097,-7022.941727451063,-5470.058965881121,297.4026542026577,1.26e+03
43500,86.99999999997864,-7123.351612869119,-5378.380576127614,334.1907262265096,1.26e+03
44000,87.99999999997631,-6958.480789895122,-5349.385318152298,308.168315087732,1.26e+03
44500,88.99999999997398,-6991.706024238501,-5454.0701587925705,294.48262219003567,1.26e+03
45000,89.99999999997165,-6998.952022331063,-5407.13032801874,304.8601018838303,1.26e+03
45500,90.99999999996932,-7017.9675642309085,-5353.235030830056,318.82372979038894,1.26e+03
46000,91.99999999996699,-7092.80617523059,-5510.2000782728355,303.09516303516875,1.26e+03
46500,92.99999999996466,-7059.455477357266,-5495.442482330247,299.53427743523423,1.26e+03
47000,93.99999999996233,-7146.684255072367,-5573.410679292724,301.307831346351,1.26e+03
47500,94.99999999996,-7020.94197678395,-5432.336218711158,304.2441970666398,1.26e+03
48000,95.99999999995767,-7036.56530134692,-5297.40352305968,333.07815744411107,1.26e+03
48500,96.99999999995534,-7060.636122007119,-5448.121312873501,308.8231745792551,1.26e+03
49000,97.999999999953,-7021.058405669284,-5370.653536334091,316.0797458740865,1.26e+03
49500,98.99999999995067,-7075.975483108008,-5451.231024523416,311.1653541028469,1.26e+03
50000,99.99999999994834,-7139.352294413387,-5540.593098644615,306.1887478046577,1.26e+03
50500,100.99999999994601,-7156.367622926523,-5652.90916170565,287.9370857324003,1.26e+03
51000,101.99999999994368,-6921.6889368963675,-5385.879894041128,294.1327555415839,1.26e+03
51500,102.99999999994135,-7013.265387713016,-5372.594243894318,314.2155769390413,1.26e+03
52000,103.99999999993902,-7022.0611790313515,-5364.385649423533,317.4721972016409,1.26e+03
52500,104.99999999993669,-7116.044105543072,-5496.545228047978,310.16073883023296,1.26e+03
53000,105.99999999993436,-7029.090489514715,-5421.3867639389155,307.9017727483535,1.26e+03
53500,106.99999999993203,-7037.13403374216,-5440.833373413435,305.7178977292906,1.26e+03
54000,107.9999999999297,-7190.955258298356,-5502.094026263574,323.4447734350049,1.26e+03
54500,108.99999999992737,-7100.754016521991,-5457.853531728217,314.6425324951967,1.26e+03
55000,109.99999999992504,-7047.323513893976,-5463.644572971151,303.30063034451973,1.26e+03
55500,110.99999999992271,-6957.979415806169,-5306.567097766841,316.2726889126709,1.26e+03
56000,111.99999999992038,-7057.054232786857,-5443.439829721094,309.0337649483789,1.26e+03
56500,112.99999999991805,-7066.375575704916,-5448.630468432215,309.824862914865,1.26e+03
57000,113.99999999991572,-7032.314110787648,-5378.233763023663,316.7836605978754,1.26e+03
57500,114.99999999991338,-6955.675076756491,-5421.3119719473125,293.8558345638041,1.26e+03
58000,115.99999999991105,-7082.167607059951,-5441.388255138206,314.2363005750097,1.26e+03
58500,116.99999999990872,-7094.305045704613,-5446.597142840048,315.5632323248927,1.26e+03
59000,117.9999999999064,-7076.885481017591,-5494.2428093854305,303.10216768839456,1.26e+03
59500,118.99999999990406,-7082.492898898526,-5575.690955186898,288.5774177598005,1.26e+03
60000,119.99999999990173,-7069.792118807735,-5390.6934787762775,321.5750760917548,1.26e+03
60500,120.9999999998994,-7031.218004944262,-5259.202736800463,339.3701424702587,1.26e+03
61000,121.99999999989707,-6962.168894086774,-5352.106211731632,308.3535518682508,1.26e+03
61500,122.99999999989474,-7032.919586732698,-5401.064716245051,312.5271152253057,1.26e+03
62000,123.99999999989241,-7063.222646977486,-5486.15840804523,302.0338058440235,1.26e+03
62500,124.99999999989008,-7128.619332120537,-5522.087487771274,307.6773381704142,1.26e+03
63000,125.99999999988775,-7189.03874825398,-5582.927538352657,307.5967797378252,1.26e+03
63500,126.99999999988542,-7242.977858974768,-5608.1432923195425,313.0977761733735,1.26e+03
64000,127.99999999988309,-7087.136900955965,-5514.549188846273,301.17647714440307,1.26e+03
64500,128.99999999988785,-7097.86594593984,-5519.400454372293,302.30216882882667,1.26e+03
65000,129.99999999989262,-7097.443499544958,-5535.980315791485,299.04594653271204,1.26e+03
65500,130.9999999998974,-7070.745062797228,-5659.9641896463045,270.1877994635269,1.26e+03
66000,131.99999999990217,-7155.583771360583,-5529.985938157633,311.32878941348946,1.26e+03
66500,132.99999999990695,-7121.435876482421,-5488.63043346501,312.70916553867136,1.26e+03
67000,133.99999999991172,-7005.384342681354,-5419.931246526476,303.64041032536437,1.26e+03
67500,134.9999999999165,-6996.598655106328,-5326.502061414931,319.8510357835973,1.26e+03
68000,135.99999999992127,-6992.900052319798,-5367.466316771279,311.2973620068728,1.26e+03
68500,136.99999999992605,-6945.548833480303,-5154.90222225208,342.9383518816801,1.26e+03
69000,137.99999999993082,-7000.657244564167,-5424.46357055235,301.867078307083,1.26e+03
69500,138.9999999999356,-7174.318537848246,-5482.879810766385,323.9384062366341,1.26e+03
70000,139.99999999994037,-7122.764561783203,-5545.490092376251,302.0740684464018,1.26e+03
70500,140.99999999994515,-6966.564449418561,-5445.699977746999,291.2706237400479,1.26e+03
71000,141.99999999994992,-6983.783325761904,-5310.856904213911,320.392994478945,1.26e+03
71500,142.9999999999547,-7025.721194036547,-5253.223271354536,339.46257877277907,1.26e+03
72000,143.99999999995947,-6945.913096609497,-5304.23722021395,314.40799979446456,1.26e+03
72500,144.99999999996425,-7119.535722662792,-5405.89213576503,328.1910030255705,1.26e+03
73000,145.99999999996902,-7146.643135972147,-5668.306271319183,283.1258857616111,1.26e+03
73500,146.9999999999738,-7138.876929118665,-5461.219179270203,321.299121862986,1.26e+03
74000,147.99999999997857,-7171.977873443014,-5494.555485730285,321.25404613312514,1.26e+03
74500,148.99999999998334,-7003.436841406151,-5409.586177432489,305.24868302949835,1.26e+03
75000,149.99999999998812,-6967.058629860019,-5328.084716428322,313.8905293344318,1.26e+03
75500,150.9999999999929,-6987.969322099727,-5520.604059535643,281.0246430517047,1.26e+03
76000,151.99999999999767,-7059.311311707931,-5452.265389337378,307.7757925880834,1.27e+03
76500,153.00000000000244,-6998.607839662009,-5409.088028587288,304.41925328825755,1.27e+03
77000,154.00000000000722,-7022.232144598504,-5464.948954883456,298.24540875075996,1.27e+03
77500,155.000000000012,-7007.640779948535,-5437.472248744831,300.7131641112223,1.27e+03
78000,156.00000000001677,-7051.247266208336,-5465.379750137759,303.7197785725583,1.27e+03
78500,157.00000000002154,-7174.642302927014,-5450.010697925505,330.29538967300635,1.27e+03
79000,158.00000000002632,-7021.1899918080735,-5250.326367030723,339.1495837762266,1.26e+03
79500,159.0000000000311,-7081.423353811541,-5380.284546474299,325.79613154940193,1.26e+03
80000,160.00000000003587,-7080.982405264374,-5345.793316090346,332.317321973572,1.26e+03
80500,161.00000000004064,-7037.604147456914,-5490.540375962172,296.288221654386,1.26e+03
81000,162.00000000004542,-6953.437531743456,-5326.921526788195,311.5046344437191,1.26e+03
81500,163.0000000000502,-7019.824002800154,-5430.938974019669,304.2976820120358,1.26e+03
82000,164.00000000005497,-7014.354871856992,-5514.3469415568115,287.2762521655541,1.26e+03
82500,165.00000000005974,-6966.136459298714,-5368.033241408505,306.06311722454495,1.26e+03
83000,166.00000000006452,-6984.504584956927,-5423.057742511164,299.04281690283506,1.26e+03
83500,167.0000000000693,-7037.017419683804,-5498.176377437975,294.71343341928184,1.26e+03
84000,168.00000000007407,-7080.88743064423,-5477.277971127456,307.1176532880183,1.26e+03
84500,169.00000000007884,-7042.441985585911,-5479.028110745609,299.419536040632,1.26e+03
85000,170.00000000008362,-7019.145767019785,-5436.095528775841,303.180223414885,1.26e+03
85500,171.0000000000884,-7074.550128990645,-5351.96740535067,329.9029951084287,1.26e+03
86000,172.00000000009317,-7082.885266310688,-5391.795887367106,323.8715003077797,1.26e+03
86500,173.00000000009794,-6961.137981154164,-5305.737502248347,317.0364874790751,1.26e+03
87000,174.00000000010272,-7071.658797596185,-5438.231430181731,312.82827431556774,1.26e+03
87500,175.0000000001075,-6866.73564363293,-5297.048673596097,300.6209372073423,1.26e+03
88000,176.00000000011227,-6935.367405655339,-5252.32367840392,322.33062534461095,1.26e+03
88500,177.00000000011704,-6888.720661652479,-5317.814957915205,300.85434480658114,1.26e+03
89000,178.00000000012182,-6920.948738580348,-5339.741320789479,302.8272929119993,1.26e+03
89500,179.0000000001266,-7068.689997623076,-5415.0520254651,316.69893837502815,1.26e+03
90000,180.00000000013137,-7046.761576057608,-5412.176773634916,313.0499422045006,1.26e+03
90500,181.00000000013614,-7155.517473028546,-5484.403296420512,320.0459196909782,1.26e+03
91000,182.00000000014091,-7014.193670181649,-5474.476354108391,294.8812543060449,1.26e+03
91500,183.0000000001457,-6978.359359973505,-5407.810404844486,300.7860215657005,1.26e+03
92000,184.00000000015046,-7012.8146474422865,-5513.6459391797525,287.1155273074785,1.26e+03
92500,185.00000000015524,-7123.870740935663,-5527.242603341756,305.7806150253199,1.26e+03
93000,186.00000000016001,-7136.776700560759,-5481.882659390249,316.9394963021519,1.26e+03
93500,187.0000000001648,-6947.695450440502,-5414.40372783976,293.6506472049515,1.26e+03
94000,188.00000000016956,-7089.99142992353,-5503.4874498455965,303.841671924572,1.26e+03
94500,189.00000000017434,-6896.497734806111,-5282.684063212927,309.07192815710323,1.26e+03
95000,190.0000000001791,-7079.469679919223,-5366.363045296696,328.0881678110991,1.26e+03
95500,191.0000000001839,-7106.474769754054,-5485.832032453916,310.37980684391334,1.26e+03
96000,192.00000000018866,-7142.268476595372,-5467.265902229358,320.79061197711684,1.26e+03
96500,193.00000000019344,-7080.112157107495,-5380.6115220240135,325.4823945511129,1.26e+03
97000,194.0000000001982,-7083.334489530972,-5448.216976355833,313.15196509741986,1.26e+03
97500,195.000000000203,-7016.410528885389,-5310.257238333664,326.75648776839563,1.26e+03
98000,196.00000000020776,-7144.764222280901,-5409.863861125976,332.26202579710014,1.26e+03
98500,197.00000000021254,-7041.722813209897,-5479.030221543261,299.2813984196934,1.26e+03
99000,198.0000000002173,-7209.3603066887845,-5486.77225867729,329.9040148133678,1.26e+03
99500,199.0000000002221,-7118.620052229632,-5534.962486055878,303.2965367276261,1.26e+03
100000,200.00000000022686,-7087.589319702169,-5536.68747893816,297.02327520507373,1.26e+03
100500,201.00000000023164,-7024.495462921346,-5391.241371339667,312.79508913645986,1.26e+03
101000,202.0000000002364,-7108.157414635892,-5463.976412212799,314.8877727355661,1.26e+03
101500,203.0000000002412,-7094.670142004117,-5457.3495273030985,313.573895366394,1.26e+03
102000,204.00000000024596,-7171.444640077747,-5632.862308548362,294.6638860512221,1.26e+03
102500,205.00000000025074,-7120.165193180274,-5528.745628676786,304.78308739475176,1.26e+03
103000,206.0000000002555,-7156.45460561502,-5487.656118453254,319.60242697879636,1.26e+03
103500,207.0000000002603,-7088.506212470886,-5483.548959651511,307.37577792912447,1.26e+03
104000,208.00000000026506,-7028.030249934587,-5373.17207494879,316.9326273363846,1.26e+03
104500,209.00000000026984,-7107.6015127051005,-5508.9377289284585,306.1704748349237,1.26e+03
105000,210.0000000002746,-7005.889949986727,-5403.63062969959,306.85907936320297,1.26e+03
105500,211.00000000027939,-7008.334947084457,-5334.906533747028,320.4891341839251,1.26e+03
106000,212.00000000028416,-7100.601248639161,-5454.192977201916,315.3143314770402,1.26e+03
106500,213.00000000028894,-6952.299689611341,-5240.855945111997,327.76969693324463,1.26e+03
107000,214.0000000002937,-6962.65186956254,-5353.190523155325,308.2383861188416,1.26e+03
107500,215.00000000029848,-7016.478236138079,-5456.125388456059,298.8332988667844,1.26e+03
108000,216.00000000030326,-7037.173176395758,-5345.503003220572,323.9827319798023,1.26e+03
108500,217.00000000030803,-7054.67965268984,-5386.280295458093,319.52598701597555,1.26e+03
109000,218.0000000003128,-7115.987771040019,-5521.49862986411,305.3709619415291,1.26e+03
109500,219.00000000031758,-7085.345412177898,-5458.5747311396135,311.5534091129519,1.26e+03
110000,220.00000000032236,-7018.0933678608435,-5396.970794498985,310.4717033617121,1.26e+03
110500,221.00000000032713,-6992.940015493203,-5300.463936056562,324.13707631739607,1.26e+03
111000,222.0000000003319,-7004.627988045528,-5382.578669317888,310.6491903802908,1.26e+03
111500,223.00000000033668,-7079.04249868819,-5497.7623434171455,302.84122333881544,1.26e+03
112000,224.00000000034146,-7102.4742935529575,-5505.343481288736,305.8768855132483,1.26e+03
112500,225.00000000034623,-7051.099311223338,-5365.547054050139,322.81105018758495,1.26e+03
113000,226.000000000351,-7047.466146519662,-5374.390685555161,320.4215379847056,1.26e+03
113500,227.00000000035578,-7051.386177912526,-5357.879439405124,324.3344645239034,1.26e+03
114000,228.00000000036056,-7059.896619135437,-5388.420089150941,320.1153163373871,1.26e+03
114500,229.00000000036533,-6990.681133063865,-5276.113837443378,328.3679084769329,1.26e+03
115000,230.0000000003701,-7002.439940892884,-5398.538584328553,307.173556385693,1.26e+03
115500,231.00000000037488,-7075.273383599527,-5314.703032742559,337.1782520954873,1.26e+03
116000,232.00000000037966,-6984.890811471328,-5361.796715776924,310.8492823966714,1.26e+03
116500,233.00000000038443,-7088.024628572029,-5463.251929430212,311.1707626352117,1.26e+03
117000,234.0000000003892,-7022.067085321364,-5473.972741735928,296.4855932027763,1.26e+03
117500,235.00000000039398,-7026.689412691398,-5494.018990305432,293.53165796925117,1.26e+03
118000,236.00000000039876,-7075.98293007114,-5541.418542179848,293.89438359296975,1.26e+03
118500,237.00000000040353,-7113.710440623811,-5533.51900531669,302.632715513906,1.26e+03
119000,238.0000000004083,-7081.679915818862,-5480.439339018598,306.6639731874854,1.26e+03
119500,239.00000000041308,-7020.557229827764,-5430.061143239649,304.6062261468028,1.26e+03
120000,240.00000000041786,-6983.688225402903,-5505.411342934773,283.11439818417404,1.26e+03
120500,241.00000000042263,-7119.322357611446,-5593.170721071915,292.28320299191074,1.26e+03
121000,242.0000000004274,-7080.73314680163,-5488.012913916028,305.0321868365453,1.26e+03
121500,243.00000000043218,-7010.111422946799,-5360.176353288904,315.98977148939406,1.26e+03
122000,244.00000000043696,-7033.21234916064,-5315.598977618768,328.95128224238505,1.26e+03
122500,245.00000000044173,-7020.509035270985,-5258.842025474716,337.38828036508676,1.26e+03
123000,246.0000000004465,-6994.313202179195,-5427.620062889462,300.04756925423226,1.26e+03
123500,247.00000000045128,-6993.996389992485,-5350.275273595593,314.7996969785241,1.26e+03
124000,248.00000000045605,-7082.882114560149,-5377.822710870952,326.5469903972069,1.26e+03
124500,249.00000000046083,-7006.056129691857,-5305.110060586225,325.7592190000029,1.26e+03
125000,250.0000000004656,-6996.149935336636,-5475.940198381301,291.14523124602107,1.26e+03
125500,251.00000000047038,-7073.0657772889135,-5466.1135332557005,307.7578516418281,1.26e+03
126000,252.00000000047515,-7155.128391526028,-5459.3645391256105,324.7667390517899,1.26e+03
126500,253.00000000047993,-7112.634374828076,-5524.641540504774,304.12681206216104,1.26e+03
127000,254.0000000004847,-7088.765935512592,-5439.926836769185,315.77987498789093,1.26e+03
127500,255.00000000048948,-7055.487641716783,-5474.731610515459,302.7408449372233,1.26e+03
128000,256.00000000049425,-6960.077955857289,-5348.383628573015,308.66603877624493,1.26e+03
128500,257.000000000499,-7080.374097287258,-5419.806542479648,318.0260677137778,1.26e+03
129000,258.0000000005038,-6891.193599124737,-5251.720424380579,313.98614610804884,1.26e+03
129500,259.0000000005086,-7047.476780470177,-5460.246715132467,303.980729224182,1.26e+03
130000,260.00000000051335,-6905.341289407177,-5377.479261908467,292.6107710630958,1.26e+03
130500,261.0000000005181,-7064.796999946041,-5434.087017319713,312.3078503218972,1.26e+03
131000,262.0000000005229,-7023.729177196164,-5432.359101199991,304.7736095295887,1.26e+03
131500,263.0000000005277,-6890.107640367577,-5330.177340356158,298.7523740205088,1.26e+03
132000,264.00000000053245,-7011.482591704799,-5443.309970262278,300.3309144815565,1.26e+03
132500,265.0000000005372,-7044.913816639392,-5377.701285274452,319.2986902930034,1.26e+03
133000,266.000000000542,-7004.334871201368,-5386.327703810261,309.87505174862844,1.26e+03
133500,267.0000000005468,-6854.075499079009,-5423.929148876765,273.8966076346866,1.26e+03
134000,268.00000000055155,-7008.6291917531225,-5429.832509201787,302.3655973632044,1.26e+03
134500,269.0000000005563,-7049.3018453889945,-5465.287585828988,303.3648493925827,1.26e+03
135000,270.0000000005611,-7144.365416681568,-5394.51003090189,335.1261596049679,1.26e+03
135500,271.0000000005659,-6975.9780859634375,-5334.15708004289,314.4357944915315,1.26e+03
136000,272.00000000057065,-7058.284961517511,-5545.715606460761,289.6819721307845,1.26e+03
136500,273.0000000005754,-7075.473611142881,-5394.773882149745,321.88171102814647,1.26e+03
137000,274.0000000005802,-7084.930667802234,-5437.024920662711,315.6011227657857,1.26e+03
137500,275.000000000585,-7012.5842233266685,-5410.11131583288,306.89998483509953,1.26e+03
138000,276.00000000058975,-7168.1088874011075,-5635.623972317315,293.49613026206987,1.26e+03
138500,277.0000000005945,-7167.302063932846,-5477.545952680692,323.6161575607249,1.26e+03
139000,278.0000000005993,-7049.286299147441,-5484.999976347444,299.5866242106396,1.26e+03
139500,279.0000000006041,-7003.587773256166,-5368.212815050041,313.2012700658445,1.26e+03
140000,280.00000000060885,-7071.209795314457,-5578.328260350171,285.91142995215677,1.26e+03
140500,281.0000000006136,-7090.191072766006,-5515.535651805262,301.57247748366865,1.26e+03
141000,282.0000000006184,-7074.7518885004065,-5405.643306687652,319.6618152175871,1.26e+03
141500,283.0000000006232,-7106.12684733893,-5419.3138057432825,323.0525111934593,1.26e+03
142000,284.00000000062795,-6969.688585104467,-5515.166717700362,278.56492110483356,1.26e+03
142500,285.0000000006327,-7057.291012238775,-5547.282168528356,289.19159198789123,1.26e+03
143000,286.0000000006375,-7062.38382968127,-5537.535352376783,292.03362651070955,1.26e+03
143500,287.0000000006423,-6990.075343776101,-5521.731573824109,281.2120433510206,1.26e+03
144000,288.00000000064705,-7132.176091537314,-5529.987999074175,306.84543806043746,1.26e+03
144500,289.0000000006518,-7038.194612902671,-5548.206635412828,285.35726598415874,1.26e+03
145000,290.0000000006566,-7064.158066452833,-5461.992744747252,306.8410770848998,1.26e+03
145500,291.0000000006614,-7055.821197634497,-5516.723660862387,294.76255635038285,1.26e+03
146000,292.00000000066615,-6928.376455081747,-5386.191186977689,295.35390781381057,1.26e+03
146500,293.0000000006709,-7020.0464823805305,-5426.245863931943,305.23909848624993,1.26e+03
147000,294.0000000006757,-7036.993598567889,-5430.216331972202,307.7243405773525,1.26e+03
147500,295.0000000006805,-7033.640561876786,-5511.383401574589,291.537346576748,1.26e+03
148000,296.00000000068525,-7125.226808188943,-5503.024260825929,310.67853619054006,1.26e+03
148500,297.00000000069,-7163.497182394304,-5558.366781758643,307.4089385909641,1.26e+03
149000,298.0000000006948,-7078.659675055321,-5529.532993816958,296.6833028854464,1.26e+03
149500,299.0000000006996,-7073.499352148955,-5528.035019191185,295.98190280153943,1.26e+03
150000,300.00000000070435,-7032.757862520499,-5329.545828098959,326.1931887213236,1.26e+03
150500,301.0000000007091,-7069.5347272392355,-5483.851712704785,303.6844434861586,1.26e+03
151000,302.0000000007139,-7109.358632699387,-5631.363082847059,283.0605183493764,1.26e+03
151500,303.00000000071867,-7124.5985745075905,-5495.320426587825,312.0336303661802,1.26e+03
152000,304.00000000072345,-7091.289048859487,-5441.439116563252,315.97346628081254,1.26e+03
152500,305.0000000007282,-7149.939046964823,-5451.474870924182,325.28389555431716,1.26e+03
153000,306.000000000733,-7109.972314277751,-5427.5222486048115,322.2169293634929,1.26e+03
153500,307.00000000073777,-7048.15388105881,-5460.818735136683,304.00085388876346,1.26e+03
154000,308.00000000074255,-7032.0595690823275,-5331.454051488714,325.69399777012427,1.26e+03
154500,309.0000000007473,-7187.273900118369,-5573.460455534386,309.071884681098,1.26e+03
155000,310.0000000007521,-7054.643885878249,-5561.363697756066,285.9877786052548,1.26e+03
155500,311.00000000075687,-7040.065413290171,-5418.884325152826,310.4829099060632,1.26e+03
156000,312.00000000076164,-7080.152411340332,-5394.474833148005,322.8350512291563,1.26e+03
156500,313.0000000007664,-6983.696714984526,-5425.988171370776,298.3268710359883,1.26e+03
